user_id,age,gender,preferred_style,size,budget_range
5131,32,Female,Formal,S,Low
5132,60,Female,Formal,XL,Medium
5133,48,Female,Sporty,M,Medium
5134,26,Female,Casual,L,Medium
5135,56,Female,Sporty,S,High
5136,19,Male,Streetwear,S,Medium
5137,25,Male,Bohemian,M,Medium
5138,24,Male,Streetwear,M,Low
5139,56,Male,Bohemian,L,Medium
5140,59,Non-binary,Casual,M,Medium
5141,33,Female,Casual,M,Medium
5142,52,Male,Casual,M,Medium
5143,47,Male,Formal,L,Medium
5144,27,Male,Formal,L,Medium
5145,55,Female,Bohemian,M,Low
5146,35,Female,Sporty,L,Medium
5147,22,Female,Sporty,M,Medium
5148,46,Non-binary,Bohemian,L,Medium
5149,56,Male,Formal,L,Low
5150,51,Male,Streetwear,XS,High
5151,60,Male,Bohemian,M,High
5152,40,Male,Sporty,XL,Medium
5153,22,Non-binary,Bohemian,M,Low
5154,47,Female,Bohemian,L,Medium
5155,23,Female,Casual,S,Medium
5156,21,Female,Formal,M,Medium
5157,46,Male,Casual,L,Low
5158,40,Male,Formal,M,Medium
5159,23,Female,Bohemian,M,Medium
5160,49,Female,Formal,XS,High
5161,59,Male,Sporty,XS,Medium
5162,35,Female,Casual,M,High
5163,32,Female,Bohemian,L,High
5164,57,Male,Sporty,XL,Medium
5165,49,Female,Formal,L,Medium
5166,26,Male,Formal,L,Low
5167,54,Female,Sporty,L,Medium
5168,27,Female,Formal,L,Low
5169,37,Non-binary,Casual,L,Low
5170,23,Male,Streetwear,M,High
5171,20,Male,Formal,M,High
5172,59,Male,Bohemian,S,Medium
5173,28,Male,Formal,L,Medium
5174,60,Female,Bohemian,XS,Medium
5175,34,Non-binary,Formal,S,Medium
5176,49,Male,Formal,M,Low
5177,21,Male,Bohemian,XL,Medium
5178,21,Male,Casual,L,Medium
5179,34,Female,Streetwear,M,Low
5180,58,Male,Streetwear,L,Medium
5181,36,Male,Casual,XL,High
5182,22,Female,Formal,M,High
5183,49,Male,Streetwear,M,Medium
5184,39,Female,Casual,M,Low
5185,23,Female,Casual,M,Medium
5186,52,Male,Streetwear,XL,High
5187,39,Female,Bohemian,L,Medium
5188,18,Female,Sporty,L,High
5189,37,Female,Bohemian,M,Low
5190,39,Male,Formal,XL,Medium
5191,28,Male,Bohemian,S,Low
5192,30,Female,Sporty,S,Medium
5193,59,Female,Sporty,S,Low
5194,20,Male,Casual,L,Medium
5195,26,Male,Formal,L,Medium
5196,29,Male,Casual,M,Medium
5197,40,Male,Bohemian,L,High
5198,31,Female,Bohemian,M,Medium
5199,50,Male,Streetwear,XS,High
5200,35,Male,Casual,S,Low
5201,58,Female,Casual,M,Medium
5202,26,Male,Casual,L,High
5203,40,Female,Casual,L,Medium
5204,27,Female,Sporty,S,High
5205,36,Male,Streetwear,XS,Medium
5206,22,Female,Formal,L,Medium
5207,40,Female,Formal,XS,Medium
5208,47,Male,Formal,M,High
5209,42,Male,Sporty,XS,High
5210,45,Female,Streetwear,M,Medium
5211,51,Non-binary,Streetwear,M,Medium
5212,42,Female,Sporty,S,Low
5213,27,Male,Casual,M,Medium
5214,31,Female,Bohemian,M,Low
5215,59,Male,Casual,S,Medium
5216,47,Female,Formal,L,High
5217,58,Female,Casual,L,Medium
5218,42,Female,Sporty,S,Medium
5219,31,Female,Formal,S,Low
5220,52,Female,Bohemian,XS,Medium
5221,51,Female,Formal,M,Medium
5222,27,Male,Casual,L,Medium
5223,52,Female,Streetwear,S,Medium
5224,28,Non-binary,Streetwear,M,Low
5225,28,Male,Streetwear,S,Medium
5226,38,Female,Formal,M,High
5227,38,Male,Streetwear,XS,Low
5228,39,Female,Sporty,XL,High
5229,24,Female,Bohemian,L,Medium
5230,34,Male,Streetwear,M,Medium
5231,19,Female,Sporty,L,Medium
5232,29,Male,Sporty,S,Medium
5233,59,Female,Formal,XS,Medium
5234,35,Female,Formal,XL,Medium
5235,28,Male,Bohemian,M,Medium
5236,33,Male,Bohemian,XL,Medium
5237,35,Male,Casual,M,High
5238,52,Female,Bohemian,XL,Low
5239,43,Female,Formal,L,High
5240,33,Male,Sporty,S,Medium
5241,23,Male,Casual,L,Low
5242,60,Male,Bohemian,S,Medium
5243,59,Female,Sporty,L,Low
5244,29,Female,Formal,M,Medium
5245,30,Male,Streetwear,L,Low
5246,21,Female,Casual,L,Low
5247,56,Male,Sporty,L,Low
5248,19,Non-binary,Formal,L,Low
5249,43,Non-binary,Formal,L,Low
5250,44,Female,Casual,M,High
5251,44,Non-binary,Casual,L,High
5252,32,Female,Bohemian,L,High
5253,25,Female,Bohemian,L,Low
5254,24,Female,Casual,XL,Low
5255,57,Male,Casual,S,Low
5256,29,Male,Sporty,M,Medium
5257,30,Male,Bohemian,L,High
5258,60,Female,Formal,XS,High
5259,34,Male,Bohemian,M,Low
5260,34,Male,Bohemian,L,Medium
5261,53,Female,Casual,XS,High
5262,38,Male,Casual,XL,Medium
5263,25,Female,Bohemian,XL,Low
5264,22,Non-binary,Streetwear,M,Low
5265,43,Female,Streetwear,L,Medium
5266,33,Female,Bohemian,S,Low
5267,53,Female,Streetwear,L,High
5268,45,Female,Bohemian,M,Low
5269,46,Male,Casual,L,Low
5270,29,Female,Casual,S,Low
5271,54,Male,Casual,L,Low
5272,47,Male,Formal,L,Medium
5273,40,Female,Casual,S,Low
5274,33,Male,Casual,L,Low
5275,31,Male,Bohemian,XL,Medium
5276,27,Male,Streetwear,M,Low
5277,24,Male,Streetwear,L,Low
5278,54,Male,Casual,M,Low
5279,46,Male,Casual,M,Low
5280,20,Female,Casual,XS,Medium
5281,32,Female,Bohemian,M,Low
5282,53,Male,Bohemian,M,Medium
5283,36,Female,Bohemian,L,Medium
5284,30,Male,Streetwear,S,Medium
5285,59,Male,Formal,S,High
5286,38,Male,Streetwear,L,Low
5287,54,Female,Bohemian,S,Medium
5288,44,Male,Sporty,M,High
5289,46,Female,Formal,S,High
5290,37,Female,Casual,M,Medium
5291,42,Female,Streetwear,XL,Low
5292,23,Female,Formal,L,Low
5293,53,Non-binary,Sporty,S,Low
5294,19,Male,Formal,M,High
5295,39,Male,Streetwear,XL,Medium
5296,49,Female,Bohemian,L,Medium
5297,33,Female,Casual,S,Medium
5298,35,Male,Bohemian,L,Medium
5299,22,Male,Bohemian,S,Low
5300,53,Female,Streetwear,M,High
5301,47,Male,Bohemian,XS,Medium
5302,36,Male,Bohemian,XL,Medium
5303,40,Non-binary,Streetwear,L,Medium
5304,51,Female,Streetwear,S,Medium
5305,30,Female,Sporty,L,Low
5306,60,Female,Bohemian,S,Low
5307,46,Female,Formal,XS,Low
5308,53,Male,Casual,M,Medium
5309,39,Male,Casual,M,Low
5310,53,Female,Streetwear,XS,Low
5311,26,Female,Streetwear,M,Medium
5312,56,Male,Sporty,M,High
5313,36,Non-binary,Bohemian,M,Low
5314,55,Female,Streetwear,S,Low
5315,23,Male,Streetwear,XS,Medium
5316,32,Male,Casual,M,High
5317,37,Male,Bohemian,M,Medium
5318,26,Female,Sporty,M,Medium
5319,49,Non-binary,Streetwear,XL,Low
5320,21,Male,Streetwear,S,High
5321,35,Non-binary,Streetwear,L,High
5322,22,Female,Casual,XS,Medium
5323,37,Female,Streetwear,S,High
5324,40,Female,Streetwear,M,Low
5325,28,Male,Casual,L,Low
5326,54,Female,Streetwear,L,Medium
5327,39,Male,Bohemian,L,Low
5328,21,Female,Bohemian,XS,High
5329,46,Male,Casual,L,Medium
5330,51,Female,Bohemian,L,Medium
5331,30,Female,Sporty,M,Low
5332,59,Male,Streetwear,XL,Medium
5333,26,Male,Sporty,XS,Low
5334,59,Female,Bohemian,L,Low
5335,48,Female,Casual,M,Medium
5336,24,Male,Casual,L,Low
5337,21,Female,Sporty,L,High
5338,36,Male,Bohemian,M,Medium
5339,59,Male,Streetwear,XL,Medium
5340,47,Male,Bohemian,S,High
5341,48,Male,Bohemian,S,Medium
5342,52,Female,Casual,L,Medium
5343,38,Non-binary,Formal,S,Medium
5344,48,Male,Streetwear,M,Medium
5345,36,Female,Streetwear,L,Medium
5346,48,Male,Casual,L,High
5347,49,Female,Bohemian,XL,High
5348,19,Male,Casual,L,Medium
5349,27,Female,Bohemian,L,Medium
5350,19,Non-binary,Formal,XL,High
5351,19,Male,Formal,M,Medium
5352,41,Female,Sporty,M,High
5353,34,Male,Bohemian,L,Medium
5354,49,Male,Casual,S,High
5355,33,Male,Casual,XS,High
5356,33,Male,Casual,L,High
5357,56,Male,Sporty,XL,Medium
5358,48,Male,Streetwear,M,Medium
5359,60,Male,Casual,S,Medium
5360,41,Male,Formal,M,Low
5361,18,Female,Casual,M,Medium
5362,28,Non-binary,Casual,M,High
5363,38,Male,Casual,M,Medium
5364,21,Male,Streetwear,S,Low
5365,24,Male,Casual,M,Medium
5366,43,Female,Streetwear,L,Low
5367,29,Female,Streetwear,L,Medium
5368,48,Female,Sporty,XS,High
5369,34,Male,Formal,M,Medium
5370,50,Male,Casual,XS,Low
5371,28,Male,Casual,XL,Medium
5372,45,Non-binary,Casual,S,Low
5373,49,Female,Streetwear,XL,Low
5374,18,Male,Bohemian,L,Medium
5375,45,Female,Formal,M,Medium
5376,59,Male,Casual,M,Low
5377,24,Male,Bohemian,L,Medium
5378,19,Female,Bohemian,S,Low
5379,59,Female,Bohemian,S,High
5380,41,Male,Formal,S,Low
5381,21,Male,Bohemian,M,Medium
5382,36,Female,Casual,M,Low
5383,43,Female,Casual,XL,Medium
5384,28,Female,Sporty,S,Medium
5385,57,Male,Streetwear,L,Medium
5386,60,Male,Bohemian,XS,Medium
5387,28,Non-binary,Streetwear,M,Low
5388,20,Female,Streetwear,S,Low
5389,29,Male,Streetwear,XL,High
5390,20,Female,Streetwear,XS,Medium
5391,59,Female,Streetwear,L,Medium
5392,44,Male,Casual,S,Low
5393,19,Male,Formal,L,Low
5394,33,Female,Bohemian,M,Medium
5395,19,Female,Bohemian,S,High
5396,47,Female,Casual,L,Medium
5397,37,Female,Casual,S,Low
5398,55,Male,Streetwear,M,Medium
5399,45,Male,Formal,S,High
5400,42,Non-binary,Bohemian,L,Medium
5401,49,Male,Sporty,M,High
5402,27,Female,Casual,S,Medium
5403,59,Female,Sporty,L,Low
5404,57,Female,Bohemian,S,Low
5405,50,Male,Casual,M,Low
5406,30,Female,Bohemian,M,Medium
5407,58,Female,Casual,XL,Medium
5408,59,Female,Bohemian,S,Medium
5409,54,Female,Sporty,L,Low
5410,33,Male,Formal,M,High
5411,39,Male,Casual,M,Low
5412,37,Male,Sporty,M,Low
5413,60,Male,Bohemian,S,Low
5414,44,Non-binary,Sporty,M,Low
5415,58,Female,Casual,L,High
5416,33,Female,Sporty,M,Low
5417,51,Female,Bohemian,XS,Low
5418,49,Male,Streetwear,S,Medium
5419,43,Non-binary,Formal,M,Medium
5420,42,Male,Formal,M,Low
5421,19,Male,Streetwear,XS,Low
5422,29,Female,Casual,M,Low
5423,57,Female,Sporty,L,High
5424,26,Female,Sporty,XS,Medium
5425,29,Male,Streetwear,L,High
5426,43,Female,Streetwear,XL,Low
5427,26,Male,Bohemian,XS,Medium
5428,27,Male,Bohemian,S,Medium
5429,49,Female,Formal,M,Low
5430,51,Female,Casual,S,Medium
5431,37,Female,Casual,L,Medium
5432,56,Female,Streetwear,M,Medium
5433,19,Female,Formal,S,Medium
5434,18,Female,Formal,XS,Medium
5435,53,Female,Bohemian,S,High
5436,41,Female,Sporty,S,High
5437,44,Non-binary,Casual,M,Medium
5438,19,Non-binary,Formal,S,Medium
5439,48,Male,Bohemian,M,Medium
5440,31,Female,Bohemian,S,Low
5441,19,Female,Bohemian,L,Low
5442,46,Male,Sporty,S,Medium
5443,32,Female,Formal,S,Medium
5444,29,Male,Streetwear,XS,High
5445,54,Female,Streetwear,L,High
5446,45,Female,Bohemian,M,High
5447,37,Male,Bohemian,S,High
5448,56,Male,Sporty,S,Medium
5449,41,Non-binary,Bohemian,XL,Medium
5450,38,Male,Formal,L,Medium
5451,27,Male,Bohemian,M,Medium
5452,31,Male,Bohemian,M,Medium
5453,54,Female,Formal,M,Medium
5454,35,Female,Casual,XS,High
5455,41,Female,Streetwear,L,Low
5456,31,Female,Bohemian,L,Low
5457,51,Female,Formal,M,Medium
5458,29,Female,Streetwear,L,High
5459,39,Male,Sporty,M,Low
5460,23,Female,Casual,XS,High
5461,53,Female,Bohemian,S,High
5462,53,Female,Casual,M,Low
5463,39,Male,Bohemian,S,High
5464,31,Male,Bohemian,M,Low
5465,33,Male,Bohemian,S,Medium
5466,53,Male,Casual,S,Medium
5467,42,Female,Sporty,L,High
5468,49,Male,Formal,XL,Medium
5469,50,Female,Formal,M,Medium
5470,53,Male,Sporty,M,Medium
5471,37,Male,Sporty,L,Medium
5472,35,Female,Bohemian,L,Medium
5473,55,Male,Bohemian,S,High
5474,20,Female,Formal,M,Low
5475,40,Male,Bohemian,M,Medium
5476,49,Male,Bohemian,M,Low
5477,33,Female,Sporty,S,High
5478,22,Female,Casual,L,Low
5479,21,Male,Streetwear,S,Low
5480,38,Male,Streetwear,S,High
5481,57,Female,Bohemian,S,Medium
5482,31,Non-binary,Bohemian,S,Medium
5483,56,Female,Streetwear,L,High
5484,48,Male,Sporty,M,Medium
5485,31,Non-binary,Streetwear,L,Low
5486,23,Male,Streetwear,M,Low
5487,29,Male,Streetwear,M,Medium
5488,33,Female,Bohemian,M,Low
5489,34,Male,Bohemian,M,Medium
5490,40,Male,Streetwear,M,Medium
5491,31,Male,Bohemian,M,Medium
5492,24,Male,Streetwear,XL,Low
5493,49,Female,Sporty,L,Medium
5494,32,Female,Bohemian,S,Low
5495,34,Male,Casual,XS,Medium
5496,58,Female,Bohemian,L,Medium
5497,51,Non-binary,Sporty,XS,Low
5498,22,Female,Sporty,XS,High
5499,44,Male,Bohemian,S,Medium
5500,40,Non-binary,Formal,M,Low
5501,57,Female,Streetwear,M,High
5502,31,Male,Streetwear,M,Medium
5503,32,Male,Sporty,XL,Medium
5504,60,Male,Bohemian,M,Low
5505,50,Female,Formal,S,Medium
5506,48,Male,Casual,M,Medium
5507,52,Female,Streetwear,S,Low
5508,34,Male,Formal,XL,Medium
5509,45,Non-binary,Streetwear,S,Medium
5510,36,Male,Bohemian,XL,Low
5511,40,Non-binary,Streetwear,M,High
5512,49,Non-binary,Casual,L,Low
5513,57,Male,Bohemian,M,Low
5514,30,Female,Sporty,XL,High
5515,37,Male,Formal,M,Low
5516,52,Non-binary,Streetwear,M,High
5517,22,Female,Bohemian,L,Medium
5518,26,Male,Bohemian,L,Medium
5519,46,Male,Streetwear,L,Medium
5520,23,Male,Sporty,S,Low
5521,42,Non-binary,Streetwear,S,Medium
5522,48,Female,Sporty,XS,High
5523,39,Female,Streetwear,M,Low
5524,19,Male,Bohemian,L,Medium
5525,22,Male,Casual,XS,Medium
5526,44,Non-binary,Casual,M,Low
5527,42,Male,Bohemian,L,Medium
5528,25,Non-binary,Casual,L,Medium
5529,18,Male,Sporty,M,Low
5530,37,Male,Bohemian,S,Medium
5531,40,Female,Sporty,XL,Medium
5532,49,Non-binary,Bohemian,XS,Low
5533,28,Non-binary,Sporty,L,High
5534,56,Male,Sporty,XS,Low
5535,41,Male,Casual,S,Medium
5536,28,Female,Bohemian,L,Medium
5537,46,Female,Streetwear,L,Medium
5538,43,Female,Casual,M,Low
5539,33,Male,Sporty,M,High
5540,52,Non-binary,Sporty,M,High
5541,37,Female,Streetwear,XS,Medium
5542,20,Female,Streetwear,L,Low
5543,18,Female,Sporty,L,High
5544,18,Male,Streetwear,L,High
5545,34,Non-binary,Formal,M,Medium
5546,19,Female,Casual,L,Medium
5547,46,Female,Bohemian,M,Low
5548,37,Non-binary,Streetwear,M,Low
5549,23,Female,Streetwear,M,Low
5550,25,Female,Formal,XL,Low
5551,46,Male,Bohemian,S,High
5552,50,Male,Formal,S,Medium
5553,20,Male,Bohemian,M,Low
5554,52,Male,Casual,S,Medium
5555,22,Male,Streetwear,L,Low
5556,44,Male,Casual,XS,Medium
5557,29,Male,Bohemian,L,Medium
5558,37,Male,Streetwear,M,Low
5559,37,Male,Formal,XS,Low
5560,26,Male,Sporty,L,Medium
5561,56,Female,Formal,M,Medium
5562,21,Female,Sporty,XS,Medium
5563,36,Male,Formal,S,High
5564,55,Female,Bohemian,M,Medium
5565,44,Female,Casual,M,Medium
5566,60,Male,Sporty,M,High
5567,30,Female,Bohemian,M,Low
5568,30,Non-binary,Casual,M,Low
5569,39,Female,Casual,M,High
5570,45,Male,Streetwear,M,High
5571,39,Female,Streetwear,XS,Low
5572,60,Male,Streetwear,M,High
5573,36,Female,Sporty,M,Low
5574,25,Non-binary,Sporty,S,High
5575,25,Female,Casual,S,Low
5576,59,Non-binary,Sporty,XS,Low
5577,43,Male,Casual,M,Medium
5578,43,Non-binary,Bohemian,M,High
5579,40,Female,Formal,M,Medium
5580,60,Male,Casual,XL,High
5581,30,Female,Casual,M,Medium
5582,45,Male,Bohemian,L,Medium
5583,26,Male,Streetwear,S,Low
5584,37,Female,Streetwear,S,Low
5585,36,Male,Streetwear,S,Medium
5586,56,Female,Casual,M,Medium
5587,29,Male,Casual,M,High
5588,32,Male,Sporty,M,Low
5589,48,Non-binary,Sporty,L,Medium
5590,31,Male,Formal,XS,High
5591,28,Female,Formal,M,Medium
5592,43,Female,Sporty,S,Medium
5593,59,Female,Casual,M,Medium
5594,44,Non-binary,Bohemian,L,High
5595,28,Female,Sporty,L,Low
5596,55,Male,Casual,S,Medium
5597,51,Female,Sporty,S,Low
5598,60,Male,Streetwear,M,High
5599,36,Female,Sporty,S,Low
5600,23,Non-binary,Streetwear,XL,Medium
5601,55,Female,Casual,M,Medium
5602,59,Female,Streetwear,XL,Medium
5603,45,Female,Sporty,XL,Medium
5604,18,Female,Streetwear,M,Low
5605,52,Non-binary,Bohemian,S,Low
5606,57,Male,Streetwear,L,High
5607,25,Male,Streetwear,S,Medium
5608,24,Female,Formal,M,High
5609,28,Female,Bohemian,S,Medium
5610,56,Male,Casual,M,Low
5611,21,Male,Streetwear,XS,Low
5612,42,Male,Bohemian,S,Low
5613,29,Non-binary,Casual,L,Medium
5614,43,Female,Bohemian,XL,Medium
5615,55,Male,Formal,S,Medium
5616,29,Male,Casual,M,High
5617,60,Male,Casual,M,Medium
5618,54,Male,Streetwear,S,High
5619,41,Male,Sporty,M,Low
5620,33,Non-binary,Casual,L,High
5621,30,Non-binary,Casual,S,High
5622,42,Male,Formal,L,Medium
5623,21,Male,Formal,L,Medium
5624,28,Male,Formal,S,High
5625,49,Female,Streetwear,M,Medium
5626,24,Male,Casual,M,Low
5627,28,Male,Formal,L,High
5628,45,Male,Formal,M,Medium
5629,58,Female,Bohemian,XS,Medium
5630,40,Female,Bohemian,L,Low
5631,40,Female,Formal,M,Low
5632,45,Male,Streetwear,L,Medium
5633,60,Non-binary,Sporty,S,Medium
5634,43,Non-binary,Bohemian,L,High
5635,42,Male,Bohemian,M,Medium
5636,46,Male,Casual,L,High
5637,36,Female,Casual,M,Low
5638,50,Male,Formal,M,Low
5639,53,Male,Casual,S,Medium
5640,31,Female,Casual,L,Low
5641,31,Female,Sporty,M,Medium
5642,52,Male,Streetwear,XL,Medium
5643,47,Female,Formal,M,Medium
5644,45,Non-binary,Sporty,L,Low
5645,34,Male,Formal,M,Low
5646,20,Female,Streetwear,M,Low
5647,33,Male,Formal,L,Medium
5648,47,Male,Casual,S,Low
5649,46,Female,Streetwear,M,High
5650,32,Male,Sporty,M,Medium
5651,42,Male,Sporty,M,High
5652,55,Male,Bohemian,M,Medium
5653,59,Female,Sporty,M,High
5654,55,Female,Bohemian,M,Medium
5655,40,Male,Casual,S,Medium
5656,42,Female,Sporty,L,Low
5657,59,Male,Streetwear,XS,High
5658,24,Female,Bohemian,M,Medium
5659,39,Male,Sporty,L,Low
5660,34,Female,Casual,S,Low
5661,35,Non-binary,Streetwear,M,Low
5662,58,Non-binary,Streetwear,M,Medium
5663,27,Male,Casual,L,Medium
5664,27,Female,Sporty,M,Medium
5665,24,Male,Formal,S,Medium
5666,55,Non-binary,Sporty,M,Medium
5667,44,Male,Bohemian,S,Low
5668,50,Male,Bohemian,L,Low
5669,18,Male,Sporty,L,Medium
5670,51,Male,Bohemian,L,Low
5671,21,Female,Formal,M,Medium
5672,34,Non-binary,Formal,L,Low
5673,21,Female,Streetwear,M,Medium
5674,60,Female,Bohemian,XS,Medium
5675,43,Female,Sporty,S,Low
5676,21,Male,Streetwear,L,Medium
5677,18,Male,Formal,L,Medium
5678,24,Male,Streetwear,XS,Medium
5679,47,Male,Casual,L,High
5680,26,Male,Bohemian,L,Low
5681,52,Male,Sporty,M,Medium
5682,25,Male,Formal,L,Low
5683,41,Male,Streetwear,S,Medium
5684,36,Non-binary,Sporty,L,Low
5685,53,Male,Bohemian,L,Medium
5686,60,Female,Sporty,M,Low
5687,44,Female,Bohemian,L,Medium
5688,49,Female,Bohemian,S,Medium
5689,31,Male,Bohemian,L,Medium
5690,35,Male,Streetwear,XS,Medium
5691,45,Male,Bohemian,L,Medium
5692,46,Male,Sporty,M,Low
5693,33,Male,Casual,L,Low
5694,52,Female,Sporty,M,High
5695,48,Female,Streetwear,L,Medium
5696,21,Female,Bohemian,M,Medium
5697,54,Male,Casual,S,Low
5698,34,Male,Streetwear,M,Low
5699,56,Female,Formal,L,High
5700,43,Male,Formal,M,Medium
5701,56,Female,Formal,M,Medium
5702,58,Female,Casual,L,High
5703,21,Male,Sporty,L,Medium
5704,47,Male,Casual,S,Medium
5705,47,Female,Casual,M,Medium
5706,39,Male,Casual,S,Medium
5707,28,Male,Formal,L,Low
5708,19,Male,Sporty,L,Medium
5709,29,Male,Casual,L,Low
5710,47,Female,Sporty,L,Medium
5711,53,Female,Bohemian,M,Low
5712,35,Male,Casual,M,Low
5713,43,Non-binary,Casual,M,High
5714,24,Non-binary,Casual,XS,Medium
5715,18,Non-binary,Bohemian,XL,Low
5716,43,Female,Bohemian,M,High
5717,40,Male,Formal,XL,Medium
5718,43,Male,Streetwear,L,Low
5719,23,Female,Sporty,L,Medium
5720,23,Female,Streetwear,M,Medium
5721,25,Female,Casual,S,Medium
5722,41,Non-binary,Casual,M,High
5723,39,Female,Formal,M,Low
5724,36,Male,Streetwear,XS,Low
5725,54,Male,Casual,XS,Low
5726,35,Male,Streetwear,L,Low
5727,48,Female,Formal,L,Medium
5728,54,Female,Streetwear,L,High
5729,47,Female,Sporty,S,Medium
5730,59,Female,Formal,XL,Low
5731,50,Non-binary,Streetwear,L,High
5732,27,Female,Casual,L,Medium
5733,54,Female,Bohemian,M,Medium
5734,29,Male,Bohemian,L,Low
5735,47,Female,Formal,L,Low
5736,44,Female,Bohemian,M,Low
5737,56,Male,Sporty,M,Low
5738,26,Male,Formal,L,Medium
5739,38,Non-binary,Casual,XL,Low
5740,29,Male,Casual,L,Low
5741,46,Female,Formal,S,Medium
5742,50,Male,Bohemian,M,Medium
5743,60,Female,Bohemian,M,Medium
5744,32,Female,Casual,L,Low
5745,19,Male,Sporty,L,Low
5746,56,Male,Bohemian,S,Medium
5747,35,Non-binary,Sporty,XL,Medium
5748,20,Female,Bohemian,L,Medium
5749,24,Female,Formal,S,Low
5750,60,Male,Streetwear,M,Low
5751,35,Male,Casual,S,High
5752,55,Male,Formal,M,High
5753,54,Female,Bohemian,S,Medium
5754,50,Male,Casual,L,High
5755,48,Male,Streetwear,L,Medium
5756,28,Male,Streetwear,M,High
5757,21,Male,Bohemian,XS,Medium
5758,35,Female,Casual,M,Medium
5759,21,Male,Bohemian,M,Medium
5760,51,Female,Streetwear,XL,Low
5761,46,Non-binary,Formal,M,Low
5762,41,Male,Formal,XS,Medium
5763,39,Female,Sporty,M,Low
5764,19,Non-binary,Streetwear,L,Medium
5765,23,Non-binary,Streetwear,S,Medium
5766,59,Male,Bohemian,M,Low
5767,42,Male,Sporty,L,Medium
5768,38,Male,Sporty,XS,Low
5769,33,Female,Casual,XS,Low
5770,48,Female,Bohemian,L,Medium
5771,31,Female,Formal,L,Medium
5772,56,Male,Casual,L,Low
5773,45,Male,Sporty,M,Low
5774,49,Female,Formal,M,Medium
5775,45,Female,Streetwear,M,Low
5776,26,Female,Bohemian,L,High
5777,39,Male,Sporty,M,High
5778,49,Male,Streetwear,M,Low
5779,22,Male,Sporty,M,High
5780,40,Male,Formal,L,Medium
5781,22,Male,Casual,M,Medium
5782,59,Male,Formal,XS,Low
5783,49,Male,Bohemian,S,Low
5784,27,Male,Bohemian,L,High
5785,56,Male,Sporty,XL,Medium
5786,32,Female,Formal,M,Medium
5787,24,Male,Casual,M,Low
5788,46,Female,Bohemian,S,High
5789,20,Female,Casual,S,Medium
5790,36,Female,Streetwear,M,Medium
5791,27,Non-binary,Sporty,S,Low
5792,45,Male,Casual,L,High
5793,46,Female,Sporty,M,Medium
5794,32,Non-binary,Streetwear,L,Low
5795,52,Female,Casual,L,Medium
5796,23,Male,Casual,S,Medium
5797,29,Male,Streetwear,S,Medium
5798,55,Male,Formal,L,Medium
5799,30,Female,Casual,L,Medium
5800,46,Female,Casual,M,Medium
5801,36,Male,Bohemian,S,Medium
5802,20,Female,Formal,L,Medium
5803,25,Female,Casual,S,Medium
5804,25,Male,Streetwear,XS,Low
5805,37,Female,Sporty,XL,High
5806,21,Female,Streetwear,L,Medium
5807,38,Male,Formal,L,Medium
5808,20,Female,Bohemian,XS,Low
5809,25,Male,Bohemian,M,Medium
5810,40,Female,Bohemian,L,Medium
5811,33,Non-binary,Streetwear,L,Low
5812,30,Female,Sporty,M,High
5813,20,Male,Sporty,XL,Low
5814,26,Male,Casual,S,Medium
5815,31,Male,Sporty,XS,Medium
5816,30,Female,Sporty,M,High
5817,24,Male,Casual,L,Low
5818,32,Female,Streetwear,L,Medium
5819,24,Male,Streetwear,L,Medium
5820,55,Male,Formal,S,Low
5821,51,Male,Streetwear,L,High
5822,58,Non-binary,Bohemian,S,Medium
5823,39,Female,Bohemian,S,Medium
5824,41,Male,Formal,M,High
5825,54,Male,Sporty,S,Medium
5826,18,Female,Formal,M,Medium
5827,27,Male,Casual,M,Medium
5828,60,Female,Formal,S,Medium
5829,33,Female,Formal,S,Medium
5830,25,Female,Bohemian,M,Medium
5831,42,Female,Casual,M,Medium
5832,29,Female,Casual,M,Medium
5833,42,Non-binary,Formal,L,High
5834,34,Non-binary,Casual,S,Medium
5835,43,Female,Casual,M,Low
5836,31,Male,Streetwear,L,Medium
5837,58,Female,Casual,L,Medium
5838,53,Male,Sporty,L,Low
5839,40,Female,Casual,S,High
5840,60,Female,Bohemian,S,Low
5841,23,Male,Streetwear,M,Medium
5842,22,Male,Bohemian,L,High
5843,60,Female,Bohemian,S,Medium
5844,42,Female,Sporty,M,Medium
5845,35,Female,Streetwear,L,High
5846,30,Female,Formal,L,Medium
5847,60,Male,Casual,L,High
5848,31,Female,Sporty,XS,Medium
5849,45,Male,Sporty,XS,Medium
5850,35,Female,Formal,M,Medium
5851,45,Male,Sporty,XS,Low
5852,44,Female,Formal,XL,High
5853,49,Male,Formal,XS,High
5854,26,Male,Formal,XS,Medium
5855,57,Non-binary,Sporty,S,Low
5856,49,Male,Formal,M,Low
5857,37,Male,Sporty,M,Low
5858,45,Female,Streetwear,L,Medium
5859,50,Female,Formal,L,Medium
5860,21,Male,Sporty,M,High
5861,51,Female,Sporty,XS,High
5862,20,Female,Sporty,L,Medium
5863,43,Male,Casual,L,Medium
5864,25,Male,Casual,XS,Medium
5865,23,Male,Formal,S,Low
5866,33,Female,Streetwear,L,High
5867,41,Male,Formal,M,Low
5868,56,Male,Bohemian,M,High
5869,47,Female,Bohemian,L,Medium
5870,30,Female,Streetwear,XS,Medium
5871,22,Male,Streetwear,L,High
5872,42,Female,Streetwear,S,Medium
5873,37,Male,Casual,XS,High
